id,geoname,latitude,longitude,country
30 / 7730,"Uaxactun, Ventana Side Of Uaxac 'Kanal'",15.783471,-90.230759,Guatemala
30.1/ 9477,"Veracruz, Island Of Sacrifice",23.634501,-102.552784,Mexico
30 / 9492,"Jalisco, Territoire Huichol, Sierra Du Nayarit",23.634501,-102.552784,Mexico
30 / 9529,"An Nord De La Paz, Rancherias De Indies Des Montagnes",23.634501,-102.552784,Mexico
30 / 9725,Quitchi,23.634501,-102.552784,Mexico
30 /10689,"Yucatan, Uzmal",23.634501,-102.552784,Mexico
MCAA/ 0066,"Oaxaca, Tlapacoya",23.634501,-102.552784,Mexico
65 / 5248,"Oaxaca, Juquila",23.634501,-102.552784,Mexico
30 /11714,Valley Of Rio Blancho,23.634501,-102.552784,Mexico
30.0/ 211,"District Of Chalco, Tlahuac",23.634501,-102.552784,Mexico
30.0/ 657,Rio Graciora,23.634501,-102.552784,Mexico
30.0/ 685,Bugabita,8.537981,-80.782127,Panama
30.0/ 1292,"Peninsula Nicoya, Las Guacas",9.748917,-83.753428,Costa Rica
30.0/ 1290,San Jose,9.748917,-83.753428,Costa Rica
30.0/ 1944 B,"Yucatan, Chichen Itza, Tomb Of Cay",23.634501,-102.552784,Mexico
30.0/ 2380,"Tenancingo, Cuzcatlan",13.794185,-88.89653,El Salvador
30.0/ 3507,"Pearl Lagoon, Cookra Hill",12.865416,-85.207229,Nicaragua
65 / 4118,Mosquito Coast,12.865416,-85.207229,Nicaragua
30.0/ 4575,Mapilapa,23.634501,-102.552784,Mexico
30.0/ 6497,"Puebla, San Martin, Santa Maria Zacatepec",23.634501,-102.552784,Mexico
30.0/ 6532 C,"Guerrero, Balsas River, Balsas",23.634501,-102.552784,Mexico
65 / 6137 B,Panama City Area,8.537981,-80.782127,Panama
30.1/ 1448,"Chiapas, Ocosingo",23.634501,-102.552784,Mexico
30.1/ 1708,Bonacca Island,15.199999,-86.241905,Honduras
30.1/ 4459,"Uloa River, Playa De Los Muertos",15.199999,-86.241905,Honduras
30.1/ 4500,"Vera Cruz Region, Puebla",23.634501,-102.552784,Mexico
30.1/ 5038,"Morelos, Cuernavaca, Gualupita, Structure I",23.634501,-102.552784,Mexico
30.1/ 5917,"El Gavilan, Papalotla",23.634501,-102.552784,Mexico
65 / 5736,"Quiché, Santa Cruz Del Quiché",15.783471,-90.230759,Guatemala
30.2/ 4550,"Veracruz, Topila",23.634501,-102.552784,Mexico
30.2/ 4453,"Veracruz, Cerro Topila",23.634501,-102.552784,Mexico
65 / 2680,Neighborhood Of Santa Catharina,23.634501,-102.552784,Mexico
30.2/ 4722,"San Luis Potosi, Valles, Cave Of Pujal",23.634501,-102.552784,Mexico
30.2/ 5618,"Sonora, Celina",23.634501,-102.552784,Mexico
30.2/ 5697,"Sonora, Soyopa",23.634501,-102.552784,Mexico
30.2/ 5339,"Sonora, Mesa Del Seri",23.634501,-102.552784,Mexico
30.2/ 5544,"Sonora, Matape",23.634501,-102.552784,Mexico
DN/ 530,"Jalisco, West Of Guadalajara",23.634501,-102.552784,Mexico
30.2/ 5720,"Sinaloa, Las Calaveras",23.634501,-102.552784,Mexico
30.2/ 6050,Tetalpa,23.634501,-102.552784,Mexico
30.2/ 6058,"Chalco, Santa Agusta",23.634501,-102.552784,Mexico
30.2/ 6211,"Yucatan, Eastern Yucatan",23.634501,-102.552784,Mexico
30.2/ 7618,"Tamaulipas, San Francisco",23.634501,-102.552784,Mexico
30.2/ 7620,"Veracruz, Herradura",23.634501,-102.552784,Mexico
30.2/ 7608,"Veracruz, Las Moras",23.634501,-102.552784,Mexico
30.2/ 8405,"Oaxaca, Path To Quiengola",23.634501,-102.552784,Mexico
30.2/ 8474,"Oaxaca, San Miguel Achiutla (Achiutla, San Miguel)",23.634501,-102.552784,Mexico
30.2/ 8496,"Oaxaca, Mixteca, Yolomecalt",23.634501,-102.552784,Mexico
30.2/ 8483,"Oaxaca, San Lucas Ecatepec",23.634501,-102.552784,Mexico
30.2/ 8493,"Oaxaca, Pochutla, Puerto Angel",23.634501,-102.552784,Mexico
30.2/ 8519,"Ahuixotla, Teotihuacan",23.634501,-102.552784,Mexico
30.2/ 9701,"Limon Province, Parismina",9.748917,-83.753428,Costa Rica
30.3/ 317,"Chimaltenango, Iximche",15.783471,-90.230759,Guatemala
30.3/ 922,"Puebla, Southwest Of Tehuacan, One Mile San Antonio Texcala",23.634501,-102.552784,Mexico
MCAA/ 0062,"Oaxaca, Tehuantepec, Cerro La Bomba",23.634501,-102.552784,Mexico
30.3/ 1462 C,"Oaxaca, Sanja",23.634501,-102.552784,Mexico
30.3/ 1565,Central America,9.748917,-83.753428,Costa Rica
MCAA/ 0182,Tehuacan,23.634501,-102.552784,Mexico
30.3/ 2628,"San Luis Potosi, Guadalcazar",23.634501,-102.552784,Mexico
65 / 1015,Yoquibo,23.634501,-102.552784,Mexico
65 / 1028 B,"Chihuahua, Barranca De San Carlos",23.634501,-102.552784,Mexico
65 / 2016,"Oaxaca, Teotitlán De Valle",23.634501,-102.552784,Mexico
65 / 2131,"Quiché, Sacapulas",15.783471,-90.230759,Guatemala
65 / 2546,"Jalisco, Lake Chapala, Pueblo Mezcala",23.634501,-102.552784,Mexico
65 / 3177,"Oaxaca, Oaxaca, Azompa",23.634501,-102.552784,Mexico
65 / 3262,"San Marcos, Tutuapa",15.783471,-90.230759,Guatemala
65 / 3452,"Oaxaca, Oaxaca City",23.634501,-102.552784,Mexico
65 / 3463,"Huehuetenango, San Andres",15.783471,-90.230759,Guatemala
65 / 3467,"Huehuetenango, Chiantla",15.783471,-90.230759,Guatemala
65 / 5841,"Huehuetenango, San Marcos",15.783471,-90.230759,Guatemala
65 / 3678,San Pedro,17.189877,-88.49765,Belize
65 / 4699 B,Chimayo,23.634501,-102.552784,Mexico
65 / 4013,Prinzapolca,12.865416,-85.207229,Nicaragua
65 / 4057,Talamanca Mountains,9.748917,-83.753428,Costa Rica
65 / 4680,"Alta Verapaz, Tucurú",15.783471,-90.230759,Guatemala
65 / 4683,"Alta Verapaz, San Juan Chamelco",15.783471,-90.230759,Guatemala
65 / 4892,"Michoacán, Cuanajo",23.634501,-102.552784,Mexico
65 / 4958,San Francisco Cajones,23.634501,-102.552784,Mexico
65 / 5117,San Pedro Tlaquepeque,23.634501,-102.552784,Mexico
65 / 5147,"Queretaro, Toliman",23.634501,-102.552784,Mexico
65 / 5190,Toluca Valley,23.634501,-102.552784,Mexico
MCAE/ 0054,"Puebla, Puebla Sierra",23.634501,-102.552784,Mexico
65 / 6022,"Sololá, San Pedro La Laguna",15.783471,-90.230759,Guatemala
65 / 5508,"Oaxaca, San José Chiltepec",23.634501,-102.552784,Mexico
65 / 5506,"Oaxaca, Santa Lucia Mecaltepec",23.634501,-102.552784,Mexico
65 / 5657 C,"Chiapas, Venustiano Carranza",23.634501,-102.552784,Mexico
65 / 5746,"Alta Verapaz, Senahú",15.783471,-90.230759,Guatemala
65 / 6040,"Esquintla, Palín",15.783471,-90.230759,Guatemala
65 / 6162,"Chiapas, San Cristobal De Las Casas",23.634501,-102.552784,Mexico
65 / 6059,"Department Guatemala, San Pedro Chuarrancho",15.783471,-90.230759,Guatemala
65 / 6092,"Huehuetenango, San Mateo Ixtatán",15.783471,-90.230759,Guatemala
65 / 6104 C,El Valle,8.537981,-80.782127,Panama
65 / 6264,San Pedro Sacatepequez,15.783471,-90.230759,Guatemala
65 / 6275,Lake Atitlán,15.783471,-90.230759,Guatemala
K/10861,Buenos Aires,9.748917,-83.753428,Costa Rica
K/ 6979,Palmar,9.748917,-83.753428,Costa Rica
MCAA/ 0596 E,"Tampico-Panuco Region, West Of Ebano",23.634501,-102.552784,Mexico
MCAA/ 0601 A,Between Panuco And Tuxpan,23.634501,-102.552784,Mexico
MCAA/ 0734 D,"Oaxaca, Juchitan, Rio Perros",23.634501,-102.552784,Mexico
MCAA/ 0738 B,"Oaxaca, La Ciénega - Tlacotepec",23.634501,-102.552784,Mexico
MCAA/ 0745 E,"Oaxaca, Ixhuatan, Piedra Parada",23.634501,-102.552784,Mexico
MCAA/ 0759 H,"San Isidro, Pixixi",23.634501,-102.552784,Mexico
1 / 301,N.E. Mt. Oriziba,23.634501,-102.552784,Mexico
30 /11516,"Tabasco, Jonuta",23.634501,-102.552784,Mexico
30.3/ 337,"Veraguas, Sona Village",8.537981,-80.782127,Panama
25.0/ 2266,Daiquiri Cave,21.521757,-77.781167,Cuba
30 / 136,"Oaxaca, San Lozaro",23.634501,-102.552784,Mexico
MCAA/ 0744 I,"Oaxaca, Tonala",23.634501,-102.552784,Mexico
30 / 182,"Oaxaca, Tepesculala",23.634501,-102.552784,Mexico
30 / 194,"Oaxaca, Tlapitlepec",23.634501,-102.552784,Mexico
MCAA/ 0699 A,Coban,15.783471,-90.230759,Guatemala
30 / 1040,"Guerrero, Arroyo Seco",23.634501,-102.552784,Mexico
30 / 1767,"Nayarít, Potrero",23.634501,-102.552784,Mexico
30 / 1746,"Nayarít, Terrero, Bank Of Arroyo",23.634501,-102.552784,Mexico
30 / 2033,San Francisco,23.634501,-102.552784,Mexico
30 / 1835,"Michoacán, Tepalcatepec",23.634501,-102.552784,Mexico
30 / 2563,"Michoacán, Pueblo Poncho",23.634501,-102.552784,Mexico
30 / 7090,"Jalisco, Zocoalco",23.634501,-102.552784,Mexico
30 / 2390,"Jalisco, Amititlan",23.634501,-102.552784,Mexico
30 / 2519,"San Simón Clanaqua, Texcoco",23.634501,-102.552784,Mexico
30 / 3656,"Jalisco, San Felipe",23.634501,-102.552784,Mexico
30 / 3925,"Sonora, Bavispe",23.634501,-102.552784,Mexico
30 / 5091,"Oaxaca, Pixisci",23.634501,-102.552784,Mexico
30 / 7521,"Jalisco, Valley Of Mezquite, Nostic",23.634501,-102.552784,Mexico
30 / 8096,Santiago,23.634501,-102.552784,Mexico
30.2/ 9367,Blank,23.634501,-102.552784,Mexico
30 / 7231,"Oaxaca, Teotitlan Del Camino",23.634501,-102.552784,Mexico
30 / 7094 *,"Jalisco, Tuxcueca",23.634501,-102.552784,Mexico
30 / 7229,"Toluca, Calixtlahuaca",23.634501,-102.552784,Mexico
30 / 7520,"Chihuahua, Arroyo Bacochid Nr Carichic",23.634501,-102.552784,Mexico
30 / 7698,"Huehuetenango, Quen Santo, Pueblo Orejo",15.783471,-90.230759,Guatemala
30 / 7725,"Chiapas, Chinkultic",23.634501,-102.552784,Mexico
MCAA/ 0480 F,"Vera Cruz, Jalapa",23.634501,-102.552784,Mexico
65 / 5205,"Michoacán, Charapan",23.634501,-102.552784,Mexico
30 / 9755,"Chihuahua, Casas Grandes, San Miguel",23.634501,-102.552784,Mexico
65 / 4564,"Oaxaca, Miahuatlán, Logueche",23.634501,-102.552784,Mexico
30 /11486,"Las Huacas, South Slope Of Vol Orazu",9.748917,-83.753428,Costa Rica
DN/ 636,"Oaxaca, Nazareno",23.634501,-102.552784,Mexico
MCAA/ 0065,"Oaxaca, Teotitlan Del Valle",23.634501,-102.552784,Mexico
30 /11529,"Oaxaca, San Pablo Huitzo",23.634501,-102.552784,Mexico
65 / 3014,"Jalisco, Axkeltan",23.634501,-102.552784,Mexico
30.0/ 759,Eastern Costa Rica,9.748917,-83.753428,Costa Rica
30.0/ 1401,"Tres Rios, San Jose",9.748917,-83.753428,Costa Rica
65 / 5795,Tepoztlan,15.783471,-90.230759,Guatemala
30.0/ 1919,"Guerrero, Placeres Del Oro",23.634501,-102.552784,Mexico
30.0/ 1987,"Zacapa, Zacapa, Rio Hondo",15.783471,-90.230759,Guatemala
30.3/ 2241,Ixkun,15.783471,-90.230759,Guatemala
30.3/ 1024,Benque Viejo,15.783471,-90.230759,Guatemala
30.0/ 2342,Chalchuapa,13.794185,-88.89653,El Salvador
30.0/ 2334,Huainango,13.794185,-88.89653,El Salvador
30.0/ 2354,Mataras,13.794185,-88.89653,El Salvador
30.0/ 2595,Ahuachapan,13.794185,-88.89653,El Salvador
65 / 2073,Cuilapa,23.634501,-102.552784,Mexico
30.0/ 3013,Hochot,23.634501,-102.552784,Mexico
30.0/ 3276,"Oaxaca, Zaihila",23.634501,-102.552784,Mexico
30.0/ 4342,Manicomis Nuevo,13.794185,-88.89653,El Salvador
30.0/ 4627,Mexicanos,23.634501,-102.552784,Mexico
30.0/ 4393,"San Jacinto, Finca Natalia",13.794185,-88.89653,El Salvador
30.0/ 4547,"San Salvador, San Salvador, Panchimalco",23.634501,-102.552784,Mexico
30.0/ 4785,San Miguel Amantla,23.634501,-102.552784,Mexico
30.1/ 2314,"Zacatecas, Chalchihuites",23.634501,-102.552784,Mexico
30.0/ 6522,Papoloteca,15.199999,-86.241905,Honduras
30.0/ 6540,"Sololá, Xemul, On Lake Atitlan",15.783471,-90.230759,Guatemala
30.0/ 6714,"Veracruz, Meson, Tula",23.634501,-102.552784,Mexico
30.0/ 8518,El Risco,23.634501,-102.552784,Mexico
30.1/ 1451,"East Coast Yucatan, Contoy Island, South End",23.634501,-102.552784,Mexico
30.1/ 1468,Cozumel Island,23.634501,-102.552784,Mexico
30.1/ 1700,"Bonacca Island, Marble Hill, Marble Hill Cave",15.199999,-86.241905,Honduras
30.1/ 5243,"Oaxaca, Mitla, Tomb Called Casa Pintada",23.634501,-102.552784,Mexico
30.1/ 6019,Guadalupana And Calzada Nueva,23.634501,-102.552784,Mexico
30.1/ 9495,San Andres Atoyac,23.634501,-102.552784,Mexico
30.1/ 6547,"Hidalgo, Tenancingo",23.634501,-102.552784,Mexico
30.1/ 9487,Tezayocan,23.634501,-102.552784,Mexico
30.2/ 3662,Chiriqui Area,23.634501,-102.552784,Mexico
30.2/ 3957,"Los Cues, La Cierrita",23.634501,-102.552784,Mexico
30.2/ 4157,"Veracruz, Jaboncilla",23.634501,-102.552784,Mexico
30.2/ 7621,Una De Gato,23.634501,-102.552784,Mexico
30.2/ 4360,"Veracruz, El Higo, Tempoal Road",23.634501,-102.552784,Mexico
30.2/ 4253,"Veracruz, Topila, Molino",23.634501,-102.552784,Mexico
30.2/ 4524,Colonia Flovas,23.634501,-102.552784,Mexico
30.2/ 4552,Southern Amatlan,23.634501,-102.552784,Mexico
30.2/ 4591,"Veracruz, Central Vera Cruz",23.634501,-102.552784,Mexico
30.2/ 4719,"Veracruz, Cempoallan",23.634501,-102.552784,Mexico
30.2/ 5623,"Sonora, Between Alamos And El Fuerte",23.634501,-102.552784,Mexico
30.2/ 5150,"Sinaloa, On Sinaloa River, Tamazula",23.634501,-102.552784,Mexico
30.2/ 5658,"Sinaloa, Ocoroni",23.634501,-102.552784,Mexico
30.2/ 5539,"Sonora, San Pedro De Cueva",23.634501,-102.552784,Mexico
30.2/ 5207,"Sinaloa, Valle De Mocorito",23.634501,-102.552784,Mexico
30.2/ 5219,"Sinaloa, Buenavista",23.634501,-102.552784,Mexico
30.2/ 5325,"Sonora, Navajoa",23.634501,-102.552784,Mexico
30.2/ 5617,"Sonora, Camoa",23.634501,-102.552784,Mexico
30.2/ 5542,"Sonora, Suaqui",23.634501,-102.552784,Mexico
30.2/ 5365,"Sonora, Cedros",23.634501,-102.552784,Mexico
30.2/ 5703,"Sinaloa, Guasave, San Pedro",23.634501,-102.552784,Mexico
MCAA/ 0984 A,"Sonora, Cerrito De Las Trincheras",23.634501,-102.552784,Mexico
MCAA/ 0984 H,"Sonora, Huepec",23.634501,-102.552784,Mexico
MCAA/ 0984 I,"Sonora, Banamichi",23.634501,-102.552784,Mexico
MCAA/ 0984 L,"Sonora, Gayago Ranch",23.634501,-102.552784,Mexico
30.2/ 5614,"Sonora, Tesocomo",23.634501,-102.552784,Mexico
30.2/ 5616,"Sonora, Tobari",23.634501,-102.552784,Mexico
30.2/ 5620,"Sonora, Between Navajoa And Alamos",23.634501,-102.552784,Mexico
30.2/ 5622,"Sonora, Gazella Ranch",23.634501,-102.552784,Mexico
30.2/ 5626,"Sonora, Rio Maya, San Bernardo",23.634501,-102.552784,Mexico
30.2/ 5631,"Sinaloa, Topolobampo",23.634501,-102.552784,Mexico
30.2/ 5638,"Sinaloa, La Palma",23.634501,-102.552784,Mexico
30.2/ 5657,"Sinaloa, Caiman",23.634501,-102.552784,Mexico
30.2/ 5712,"Sinaloa, Mouth Of Sinaloa River, Estenito",23.634501,-102.552784,Mexico
30.2/ 5916,"Guerrero, West Of Pied De La Cuesta, Las Bajos",23.634501,-102.552784,Mexico
30.2/ 5945,"Guerrero, Acapulco, Los Hornos",23.634501,-102.552784,Mexico
MCAA/ 0201,"Veracruz, Northern Panuco, Vera Cruz",23.634501,-102.552784,Mexico
30.2/ 7619,"Veracruz, Buenavista, Majuaves",23.634501,-102.552784,Mexico
30.2/ 7614,"Tamaulipas, Chacoy, Hacienda",23.634501,-102.552784,Mexico
30.2/ 8237,"Oaxaca, Between Mixtequilla And Las Cuevas",23.634501,-102.552784,Mexico
30.2/ 8464,"Oaxaca, Miahuatlan, District Of Miahuatlan, San Luis Amatlan",23.634501,-102.552784,Mexico
30.2/ 8471,"Oaxaca, Telixtlahuaca",23.634501,-102.552784,Mexico
30.2/ 8562,"Oaxaca, Mogoñé",23.634501,-102.552784,Mexico
30.2/ 9671 B,"Agalta Valley, Olanco",15.199999,-86.241905,Honduras
30.2/ 9710,"Dulce River, West Shore",15.783471,-90.230759,Guatemala
30.2/ 9881,"El Peten, Sojio Camp",15.783471,-90.230759,Guatemala
30.3/ 833,Northwest Of Tepic,23.634501,-102.552784,Mexico
30.3/ 1439,"Oaxaca, Juchitan",23.634501,-102.552784,Mexico
30.3/ 1145,"Herrera Province, Parita",8.537981,-80.782127,Panama
30.3/ 894,El Peten,15.783471,-90.230759,Guatemala
30.3/ 984,Nevada De Toluca,23.634501,-102.552784,Mexico
30.3/ 1009,Huasteca - Laguna Tortuca,23.634501,-102.552784,Mexico
30.3/ 1018,"Chiapas, Tonala, Paredon",23.634501,-102.552784,Mexico
30.3/ 1458,"Oaxaca, Finca Sta.",23.634501,-102.552784,Mexico
30.3/ 2043,Antigua,15.783471,-90.230759,Guatemala
30.3/ 2576,"Huasteca, Tuxpan",23.634501,-102.552784,Mexico
4 / 66 B,San Juan,23.634501,-102.552784,Mexico
65 / 869,"Chihuahua, Nanagochic, Ranch Risigochic",23.634501,-102.552784,Mexico
65 / 872,"Chihuahua, Nanagochic, Risigochic",23.634501,-102.552784,Mexico
65 / 1058,"Chihuahua, Tonachic",23.634501,-102.552784,Mexico
65 / 997,"Chihuahua, Tusheatchic",23.634501,-102.552784,Mexico
65 / 1041,"Chihuahua, Tehererichic",23.634501,-102.552784,Mexico
65 / 1087 B,"Chihuahua, Huerachic",23.634501,-102.552784,Mexico
65 / 1141,"Chiapas, Tumbala",23.634501,-102.552784,Mexico
65 / 1257,"Chihuahua, Carichic, Pueblo Churu",23.634501,-102.552784,Mexico
65 / 1448,San Sebastian,23.634501,-102.552784,Mexico
65 / 1675 *,Above Taeakata,23.634501,-102.552784,Mexico
65 / 2066 B,"Sonora, Oparta",23.634501,-102.552784,Mexico
65 / 2087,"Quiché, San Miguel Uspantán",15.783471,-90.230759,Guatemala
65 / 6050,"Quiché, Cunén",15.783471,-90.230759,Guatemala
65 / 5924,"Quiché, Chajul",15.783471,-90.230759,Guatemala
65 / 2119,"Quiché, Yocatenango, San Bartilo",15.783471,-90.230759,Guatemala
65 / 3230,"Michoacán, Tatzcuaro",23.634501,-102.552784,Mexico
65 / 3282,"Sacatepéquez, Antigua, San Martin",15.783471,-90.230759,Guatemala
65 / 3367,Valle Colon,23.634501,-102.552784,Mexico
65 / 3640,"Department Guatemala, Guatemala City, San Pedro",15.783471,-90.230759,Guatemala
65 / 3642 B,"Quiché, Joyala",15.783471,-90.230759,Guatemala
65 / 3669,"Yucatan, Cayo Del Norte",23.634501,-102.552784,Mexico
65 / 3881,"Quetzaltenango, Olintepeque",15.783471,-90.230759,Guatemala
65 / 3879 B,"Totonicapán, San Cristóbal",15.783471,-90.230759,Guatemala
65 / 4156,Leon,12.865416,-85.207229,Nicaragua
65 / 4178,Bocas Del Toro,8.537981,-80.782127,Panama
65 / 4698,Toluca,23.634501,-102.552784,Mexico
65 / 5747,"Yucatan, Merida",23.634501,-102.552784,Mexico
65 / 4862 B,Turicuaro,23.634501,-102.552784,Mexico
65 / 4866,"Michoacán, Carapan",23.634501,-102.552784,Mexico
65 / 4894,Tanuco,23.634501,-102.552784,Mexico
65 / 4899,Arantepacua,23.634501,-102.552784,Mexico
65 / 4979,"On Terraba River, Below Boruca Village, Lagarto",9.748917,-83.753428,Costa Rica
65 / 5243,"Oaxaca, Teotitlan, Tlacolula",23.634501,-102.552784,Mexico
65 / 5246 B,"Oaxaca, Huatla De Jimenez, San Andres Hidalgo",23.634501,-102.552784,Mexico
65 / 5257,"Nuevo León, Sabinas, Northern Mixteco",23.634501,-102.552784,Mexico
DN/ 157,Durango,23.634501,-102.552784,Mexico
65 / 5300,"San Marcos, San Pedro Sacatepéquez",15.783471,-90.230759,Guatemala
65 / 5420,"Oaxaca, Candaleria",23.634501,-102.552784,Mexico
65 / 5453,"Chiapas, San Antonio Ranch",23.634501,-102.552784,Mexico
65 / 5648,"Oaxaca, San Pedro Mixtepec",23.634501,-102.552784,Mexico
65 / 5660,"Oaxaca, San Andres",23.634501,-102.552784,Mexico
65 / 5772,"Oaxaca, San José Chicahuastla",23.634501,-102.552784,Mexico
65 / 6085,"Huehuetenango, San Ildefonso",15.783471,-90.230759,Guatemala
65 / 6051,"Chimaltenango, Santa Apolonia",15.783471,-90.230759,Guatemala
65 / 6063,"Sacatepéquez, Santiago Sacatepéquez",15.783471,-90.230759,Guatemala
65 / 5913,"Huehuetenango, Colotenango",15.783471,-90.230759,Guatemala
65 / 6093,"Huehuetenango, Aguacatán",15.783471,-90.230759,Guatemala
65 / 6095,"Totonicapán, Santa María Chiquimula",15.783471,-90.230759,Guatemala
65 / 6115,"Chiapas, Chinalho",23.634501,-102.552784,Mexico
K/ 2194,Paso Real,9.748917,-83.753428,Costa Rica
K/11891,San Antonio De Nicoya,9.748917,-83.753428,Costa Rica
MCAA/ 0092 B,"Oaxaca, Macuilxochitl",23.634501,-102.552784,Mexico
MCAA/ 0480 E,"Vera Cruz, Jalapa, Rinconada",23.634501,-102.552784,Mexico
MCAA/ 0601 G,Cerro De La Estuella,23.634501,-102.552784,Mexico
MCAA/ 0744 B,"Oaxaca, Tiltepec, Rincon Brujo",23.634501,-102.552784,Mexico
MCAA/ 0744 D,"Oaxaca, El Carmen",23.634501,-102.552784,Mexico
MCAA/ 0745 B,"Oaxaca, Between Juchitan And Union Hidalgo",23.634501,-102.552784,Mexico
MCAA/ 0763 F,"Oaxaca, La Brecha, Guiengola",23.634501,-102.552784,Mexico
MCAA/ 0765 G,"Oaxaca, Rancho Laguna",23.634501,-102.552784,Mexico
MCAA/ 0855 B,"Morelos, Gualupita",23.634501,-102.552784,Mexico
1 / 295,Tenato,23.634501,-102.552784,Mexico
1 / 831,Island Zapatera,12.865416,-85.207229,Nicaragua
1 / 889,Ometepec,12.865416,-85.207229,Nicaragua
1 / 1988 A,Island Of Cozumel,23.634501,-102.552784,Mexico
25.0/ 2885,Great Corn Island,12.865416,-85.207229,Nicaragua
30 / 89,"Lake Nicaragua, Ometepe Island",12.865416,-85.207229,Nicaragua
30 / 139,"Oaxaca, Tapala",23.634501,-102.552784,Mexico
30 / 197,"Oaxaca, Tachiltepec",23.634501,-102.552784,Mexico
30 / 200,"Oaxaca, Teotitlan",23.634501,-102.552784,Mexico
30 / 460,"Oaxaca, Achuitla",23.634501,-102.552784,Mexico
30 / 644,St. Simon,23.634501,-102.552784,Mexico
30 / 1038,"Guerrero, Arselia",23.634501,-102.552784,Mexico
30 / 1041,"Guerrero, Ixcateopan",23.634501,-102.552784,Mexico
30 / 1146,Tonalapan,23.634501,-102.552784,Mexico
30 / 1747,"Nayarít, Ixtlán, Rancho Mexpan",23.634501,-102.552784,Mexico
30 / 1760,"Nayarít, Rancho Aoceta",23.634501,-102.552784,Mexico
30 / 1764,"Nayarít, Ixtlán, Rancho Aoceta",23.634501,-102.552784,Mexico
30 / 1830,"Michoacán, Rancho Copetero",23.634501,-102.552784,Mexico
30 / 1831,"Michoacán, Ayacuato",23.634501,-102.552784,Mexico
30 / 1838,"Michoacán, Pueblo Arantepaqua",23.634501,-102.552784,Mexico
30 / 1861,Tingambato,23.634501,-102.552784,Mexico
30 / 1878,Nonolia,23.634501,-102.552784,Mexico
30 / 1912,"Jalisco, Amitilán",23.634501,-102.552784,Mexico
30 / 1913,"Jalisco, Atoyac, La Playa",23.634501,-102.552784,Mexico
30 / 1941,Tulatrtongo,23.634501,-102.552784,Mexico
30 / 1953,San Juan Peolibuaran,23.634501,-102.552784,Mexico
30 / 2052,"Michoacán, Cherán",23.634501,-102.552784,Mexico
30 / 2090,San Simón Taraunce,23.634501,-102.552784,Mexico
30 / 2153,"Jalisco, Ajijic",23.634501,-102.552784,Mexico
30 / 2162,"Michoacán, Pueblo Pomacuaran",23.634501,-102.552784,Mexico
30 / 2165,"Michoacán, Quinceo",23.634501,-102.552784,Mexico
30 / 2208,"Jalisco, Pehuamo",23.634501,-102.552784,Mexico
30 / 2230,"Oaxaca, Amatlan",23.634501,-102.552784,Mexico
30 / 2268,"Jalisco, Cerro Colorado",23.634501,-102.552784,Mexico
30 / 2463,Valley Of Ulexno,23.634501,-102.552784,Mexico
30 / 2538,San Simón Texcoco,23.634501,-102.552784,Mexico
30 / 2801,"Oaxaca, Ocotlán District, Zegache",23.634501,-102.552784,Mexico
30 / 2819,"Oaxaca, Hacienda Of Santa Rosa Tlacolula",23.634501,-102.552784,Mexico
30 / 3734,Pueblo Ario,23.634501,-102.552784,Mexico
30 / 3871,"Michoacán, Pueblo Angahuan",23.634501,-102.552784,Mexico
30 / 3872,"Michoacán, Pueblo Paracho",23.634501,-102.552784,Mexico
30 / 3888,"Michoacán, Peribán, Rancho Grande",23.634501,-102.552784,Mexico
30 / 3918,"Chihuahua, Heurigo Cañon",23.634501,-102.552784,Mexico
30 / 3928,"Sonora, Chinapa",23.634501,-102.552784,Mexico
30 / 3929,"Sonora, Granados",23.634501,-102.552784,Mexico
30 / 3954,"Sonora, Between Bacadaguachic And Nacori",23.634501,-102.552784,Mexico
30 / 3956,"Sonora, Bacadaguachic",23.634501,-102.552784,Mexico
30 / 4176,"Chihuahua, Casas Grandes, Rancho San Diego",23.634501,-102.552784,Mexico
30 / 4929,"Oaxaca, Espinal",23.634501,-102.552784,Mexico
30 / 4974,Paramotir,23.634501,-102.552784,Mexico
30 / 5047,"Veracruz, Cebadilla",23.634501,-102.552784,Mexico
30 / 5062,"Oaxaca, Chihuitan",23.634501,-102.552784,Mexico
30 / 5089 A,Pixiaci,23.634501,-102.552784,Mexico
30 / 5129,Cozuquanhtla,23.634501,-102.552784,Mexico
30 / 5182,Xochicalco,23.634501,-102.552784,Mexico
30 / 5438,"Nicoya, Tempisco",9.748917,-83.753428,Costa Rica
30 / 5766,"Guerrero, In Cañada De Sopilote, Southern Boundary Of Omitlan",23.634501,-102.552784,Mexico
30 / 5807,"Nayarít, Ixtlán, Rancho De Pedregal",23.634501,-102.552784,Mexico
30 / 5836,"Jalisco, Guadalajara, From Chapala",23.634501,-102.552784,Mexico
30 / 5971,"Nayarít, Neighborhood Of R. R. Refugio",23.634501,-102.552784,Mexico
30 / 6137 *,"Mexico, San Simón",23.634501,-102.552784,Mexico
30 / 6155,"Xocotitla, San Francisco",23.634501,-102.552784,Mexico
30 / 6230,"Zacatecas, Huejucan From Cave Of San Nicholas, Monte Escobedo",23.634501,-102.552784,Mexico
30 / 6238,"Chihuahua, Carichic, Arroyo Bacochic",23.634501,-102.552784,Mexico
